"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity"
"0xd7dd55eb0be4f4b37ec254311b2f360912c82ddca4bec35fc0f6d61604daa111","2607803","1478877173","11/11/2016 3:12:53 PM","0x0000000000000000000000000000000000000000","0xa66e1ad67c854cc0d1909938da3363b15d0e11f1","30000"
"0xb0112f8484da57360e2f97e8bbd7570d4088ef106182cda70c2165adb566b37b","2607803","1478877173","11/11/2016 3:12:53 PM","0x0000000000000000000000000000000000000000","0x5b5f9bcc01532a78d6fde14f4761b5a3954e1d76","100000"
"0xf2549e890c0123546af0fd84488a324b4ef25f57cf3abcff777a7107024dd5b4","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x9562aa8c2bb80bb2d3e05864e2380c32dd91379e","250000"
"0xc63a23b445793d86c4859e3081b7f1130ae9ea7b12457bef83ae2d4cfea4cd20","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x42876711284ba2d7ab5b9aae7e9029c2462b3de6","1000000"
"0x7807a885b519517a45b5c887b7a9c8205894ca53b807ae8c2e24e7323478839a","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0xeafbd0496447667a64c55b00584891c0f92650f3","500000"
"0xa0597dfa2a1dbfe9c77ed9d45734dd3dba2ff30e0dc8160b9f707ed79e0d4982","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0xab2e0340be673cbbcb09017e9676f6885b453b4a","150000"
"0xe2d2588d866d6d91b3871f180bf8cb4664095a7105e9f324990ed07164105600","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0xb4cd5c7fdf0dd9d887c42bcd535e741e7ef6e21e","75000"
"0x6e592f0a3f5b4ce335e7c5f2d6e30308ebec1c245f5a7d39d07c75298f048c44","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x2a2e421c3098d8c81338e2295939d108c62f2489","220000"
"0x3dc7eaa8b825fba3eb2478c0ad003dfed3c6ceb30b1c93127877ea61fb36d9ab","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x7ca8f6c97ebf8b38e565c6fb5635a4d5dd427e37","10000"
"0x783233dfdd800ba77b1688c06c3f77c7b427ae2316624c41b3b49a62574a022f","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x973bdda0c6fa3085539e0e9ab9c24777beecee58","40000"
"0xad8e446a91f97ffb2fe723458e129b62c3fabf24c28ec937370094c4d1f3c6f0","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x9eeda072ec7e0a854343056f5ff620a636c09a61","2297000"
"0xc1229b7d98d1b90d0c339b3d135c146c86654355a61c0dc2c2568b110224d0ad","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x6afbb3fb10fd9e33b091e3053e956c0a286062be","15000"
"0xe724d54559075fba3bf4c0d578923d197e3d42d73711b3cea22b08fb8c1d0f93","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0xc214d5c896f95477b2cf96ee780529c3aaaf9717","50000"
"0xee8c2f16806a293f09920aa340cc001d58e483275af2071730fcc81dba49468f","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x262aed4bc0f4a4b2c6fb35793e835a49189cdfec","130400"
"0x560d9e867ec584d8db58f3185253b4beca5ea18b9fd7aed8fb12bbc905bdc935","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x5a444c8ddfb366e28c3e49d8dd0d4a5587d852ed","20000"
"0x4a595394f394be914ef26f118435c6253b5ac1230b4a15ab53835accb065792a","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x5cea0291276837fd8804262e30c07ccea47e7228","2000000"
"0x6cb9c76a54408080889501c120b73fc7d1bc854a3113d0ec6e894c8b735debf4","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0xaa74a7daa208fd6f5450b865c465f0ae3ecee2e3","20000"
"0x81805de6f811d3fb33b74d6dd740c07c08d17c2967dcc9257845c263d2faaebc","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0xdf3fff1b9c9e8fcf6a37e84c9218490689236f65","10000"
"0x9ff40a494d7f092ee3c40c6027651fd8be6f0321b549b9841888599ea44184e6","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x002d8b97723a0cc905ab3360b56d9ffdf07ec818","10600"
"0xd8f4da3293af92f6e571a8b39e43e997b669eccc199a4dd4f52b3af9dd6be3b9","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0xadfb1fe17446a403112ad883f1ef697b4436f93d","50000"
"0xe2d789ae9821b67ab360111c2e928644b90cff49c9b120c2be1c5f5daaa4daa1","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x09b3157631b1ff95100cde227b938be7a7d19a60","80000"
"0x129a8e80a1baa6d2898b9a4f1d53a26303414779aed307aadd8d65620e6e970b","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x8225fd03a5dccea8585174b565e24097b68aecd2","166000"
"0xaf4f8580b1dc31a4a67338c95e548f1402599f5e5775990e91c37f92761390e9","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x85703eb416aabb47de3fb79104c6b221e60e26ce","501431.977999034"
"0xbab8944c93de6f0153fe85fce779a8eaec4521522f819f658fff8643080d49a4","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0xafe20f157ad1b2c06ecf7596c5e1a4d4e0ae6002","1000"
"0xd006934e37e244389745495ae481fcf8bfcc08f77ecbb94fd885692024adc4b5","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0xbf5c29bb50dcb96dde76b14a6c4b545a24956e01","300000"
"0x845966e24a7631581c54cadbb7ac4fdeaea3d7ff7edbfd879e5a0324afe6541b","2607804","1478877196","11/11/2016 3:13:16 PM","0x0000000000000000000000000000000000000000","0x0357d3e0a6268db4f42b05d47892c87cc9fab9b6","120000"
"0x172551052b2da94cd53105b7acc7f0f275586ac824fa68cf93482356d38dbc39","2607805","1478877207","11/11/2016 3:13:27 PM","0x0000000000000000000000000000000000000000","0x8ec187871ec6bfc87c9c396cdae293dafddee04f","340995.73"
"0x224c17c59a294759e3bfdcceec26ae6c5e68ce6badd22acbb26303c7d43e1116","2607805","1478877207","11/11/2016 3:13:27 PM","0x0000000000000000000000000000000000000000","0x7a572856da6f9d19c7396a1c0174708cbb745203","60000"
"0x4a30ab10af817ec7395b0ef39c9f58ca4f415716637a52bd37bdcaad57779fe7","2607805","1478877207","11/11/2016 3:13:27 PM","0x0000000000000000000000000000000000000000","0x54c60ba89751d01e5c8ed4cdd5fc10e39ea3a12c","85200"
"0x4cf49856054f79facf60d4d33e88b5efbef1c2de335b5c2314177c56de56c38e","2607805","1478877207","11/11/2016 3:13:27 PM","0x0000000000000000000000000000000000000000","0xad7f84324d7e4e042ac6bce6f29c2f9b4f536cc6","140100"
"0xb57885b167edc577e443b07a49ed688df376872cdcbb83a6f71a3a768f1fdfb3","2607805","1478877207","11/11/2016 3:13:27 PM","0x0000000000000000000000000000000000000000","0xd8b8117a5f2eca6e12dc32ffcd44d16d345baad8","99998.5954079087"
"0xadd9d3487580e477b7e289e63d479b085164397736b1307cbca098cec13b48da","2607805","1478877207","11/11/2016 3:13:27 PM","0x0000000000000000000000000000000000000000","0x5631aa24f7d75a0b0be4f3294b2a250db790a226","41000"
"0x9041e88cde401d57ee989f5bf1a6c69649b8ea266853a29d11cf22d56fbb90c3","2607805","1478877207","11/11/2016 3:13:27 PM","0x0000000000000000000000000000000000000000","0x0001aebe0b48bbf1cee8df2c0dfd7c2031543859","112000000"
"0x9a9570e1a4e75723e281227745435039f2ea3b56200826a18c97ab131b8d0e17","2607805","1478877207","11/11/2016 3:13:27 PM","0x0000000000000000000000000000000000000000","0x64dfbf115564949d405b33d41fee132ffeb7f08a","50000"
"0x1bff40941157ccef6d2f20a80c7ffb47be5608bb55dfe2a33d31bc0306d4793d","2607805","1478877207","11/11/2016 3:13:27 PM","0x0000000000000000000000000000000000000000","0xf9c34227541b5116bf5a95db5379c40820fa6077","240000"
"0x7c3ee9a650eb0801122e71243be2d0c8a8d1e9e9288a9796830b6355a8d8d141","2607806","1478877215","11/11/2016 3:13:35 PM","0x0000000000000000000000000000000000000000","0x3cc414dfba6f6ec2654f1aec13064c217b9585ad","520000"
"0xcda37f370c456552183b3fc5f415ffa974881ec4f76c2e58718f9cfb87107071","2607806","1478877215","11/11/2016 3:13:35 PM","0x0000000000000000000000000000000000000000","0xd3a1fa59022968617bb670186ce1f4f53bf727dd","5000000"
"0xf7557bff82a39183861812b342cb32a7d26ed19105d7b88bb23ce46f9184c609","2607806","1478877215","11/11/2016 3:13:35 PM","0x0000000000000000000000000000000000000000","0x848d4791016ba03801a7938647e919c8b5d6dcbd","15000"
"0xdc6f3d5db644cf4c1e832a93610e861f5342da22c3b7fa688a4e10c7aa775efa","2607806","1478877215","11/11/2016 3:13:35 PM","0x0000000000000000000000000000000000000000","0xf8c026ac617307021d4b81bf928d916494ba7409","25000"
"0x16df02397c08f2ecf458d191b184f342744de7c542baa1c8b293cfe768ce7195","2607806","1478877215","11/11/2016 3:13:35 PM","0x0000000000000000000000000000000000000000","0xadfb1fe17446a403112ad883f1ef697b4436f93d","100000"
"0x6e7312d8d988290772d9c273e474e610937812cf98f7392995bc9b3ebaa6ef7a","2607806","1478877215","11/11/2016 3:13:35 PM","0x0000000000000000000000000000000000000000","0xdcd23c98a9f813baf720ba9812fd4c5deb877fbd","1000000"
"0x15b9536270dc2d7003aa8a92f10ed1b1d39403d2affd2b50befd7868d37d6f14","2607806","1478877215","11/11/2016 3:13:35 PM","0x0000000000000000000000000000000000000000","0x6e732b7a24e1121f59e40079ddcc3c82a2dea469","110000"
"0x1bd17250306cb003ce4ef9d2a87d6efdd3c0da23e7d913fe3168cd9cf83a3d7d","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0xc693031f57d0583d57dff4527e59c7223d26545c","3210"
"0x4dc1f60bb6eee40632400c5357bb07c5d22c4fcad672ec9ffab283957df39a5b","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0xa5ebcb345fae47d6ff137e4084d73f6087b47566","918000"
"0xe2109df21308c70d8908605b7db92c53848c49f59e9a9b911fcf74dc01a0c816","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0x2dece460fd53253af78b5017849c6860cf970526","2887000"
"0x0d83da92ac2925635caf5d49d7f0829545198b3b7be0b2a229282e1c5c72b3ff","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0x5c79d3d994b54f98cedb0c5d9be4842f26e2fe10","4000"
"0x16784ccb5dfe19399e9cf5653de9e3ba454656d7ba82a4f5c79b8b2ff91e71f5","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0x0004bf1aff3e747f44d03f8bf8c77d8dbe43def1","24998.79608"
"0x2753d1568bdb58b78ccc8ba03adb02ca6b7db061553d90f7f6a332c1d2531b6e","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0x00004aba4ac63de11447e4e17aca83f0abb1fc33","500000"
"0x4b78cc145808870018080596f8acee73275d92a3c60d28e1409278278f95823c","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0x00c04603b77b05865f77015aa3754e2800880542","1000000"
"0xe1fcadf0efdcca6cf24690105c05af03dbabeeeac4694cefe82b3dbb1c4ad017","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0x00b0a37554976f25303adf7a715fb050f7d1d73d","5098.79608"
"0x2fe9426ccb851f0f18d98ffe76d3039335804beb07a9c74a66d44249a045482f","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0x00e237829eafff74ddda3879a9498b407c2e79ed","500000"
"0x3acf300dafdd07923b1c62253a827ba1de49e72518953b80508ab28319a4b3c2","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0x0a6563f3c64633a6749c82a338c3cadc0909fd78","150500"
"0x5bd1581b78021d888152657d592a459995ec21a4e66b81ec9f7f4a1761aa5fbd","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0x9edfbf86fa2349ae64f7289f0bfcf529b391fb95","641874.29717996"
"0xbeffbbb7bcce5f8cd2212eab9dd3a9f283ff1e32894d5b410219ed0ec8d42ef8","2607807","1478877244","11/11/2016 3:14:04 PM","0x0000000000000000000000000000000000000000","0x71e6684d6ca082112bc3edbcff14914d3e2a1fee","1000000"
"0xe080311d3d40767814983956fcebb09a38c1143f7ed1fc65f89dbd1e02755e62","2607808","1478877266","11/11/2016 3:14:26 PM","0x0000000000000000000000000000000000000000","0x0057eb980639189b239fb353b15b3532f1e6094c","300000"
"0x6ec05d432cd6265544646095d91effaaf832c38f029dba7d53fad51818538e29","2607808","1478877266","11/11/2016 3:14:26 PM","0x0000000000000000000000000000000000000000","0x00c107bd9f7f79756fa17e1d1687a1327023f87c","3618516.63250824"
"0x57a5e30a0b02f9a04f9fb669632032133029946fa230f45d217038ef7fb41f4c","2607808","1478877266","11/11/2016 3:14:26 PM","0x0000000000000000000000000000000000000000","0x662771c4e61d3362d44ed249a179cd032dfc0a9a","208.8666"
"0x7332163ab941077b322b50a8c4ef1bd219faad761cc1b8798559a8cc49be2c95","2607808","1478877266","11/11/2016 3:14:26 PM","0x0000000000000000000000000000000000000000","0xa115dafff759c099732284d01b0474cea013e3be","12000"
"0xd4b48062349f7b26a230ebebff0d765dacd16be7ac2260b9905548dd84b647b0","2607808","1478877266","11/11/2016 3:14:26 PM","0x0000000000000000000000000000000000000000","0xf70d67f47444dd538ab95ddc14ab15b1908cb0d9","200000"
"0xa0b4e6df67d081236fbd5490afbe68d0cdf7eedd5dde4ea45129afa284693e10","2607808","1478877266","11/11/2016 3:14:26 PM","0x0000000000000000000000000000000000000000","0x4c2cd9c3151bb35eb0b7fe8e1bee3cf986075cc1","599998.986390998"
"0x2c18b0b859b083576273f5ac8f9b627044c40cd7c0c42fedbfd80f6e3dfd8786","2607808","1478877266","11/11/2016 3:14:26 PM","0x0000000000000000000000000000000000000000","0x00e79661f2d74b3b12e8308291847c46658905d0","450000"
"0x79e538f696276854fefe524968b556ac33e72aafdec75a77fb59d032b65c8a53","2607809","1478877282","11/11/2016 3:14:42 PM","0x0000000000000000000000000000000000000000","0x76beebde1cc67cb6f7aea7d2e73aa468b1f1b227","200000"
"0x92830aa76c79c9534ebd8c68356c406b0fb7bd992bd2d287bf4c34c88c9d82fb","2607809","1478877282","11/11/2016 3:14:42 PM","0x0000000000000000000000000000000000000000","0xa85864d43e4cd0d362d14be7680461811ca9b321","30000"
"0x3ac0e4d854510827b53993ae4f68eac83a9233782202d742a1e32ee0e714ca79","2607809","1478877282","11/11/2016 3:14:42 PM","0x0000000000000000000000000000000000000000","0xb00e488cc83886814ce7818ab58ada1fa628d547","1000000"
"0xe6b3f6b7d974d8efe67c752f5592655523640ae1200c33d7a16a413df2bdacf5","2607809","1478877282","11/11/2016 3:14:42 PM","0x0000000000000000000000000000000000000000","0x9c48d0a6902b605064276398c590830fea441690","1013000"
"0x186d2001b63e8b2ef2b86f8a45e194c0205ddcf39736b07cdad680beed553192","2607809","1478877282","11/11/2016 3:14:42 PM","0x0000000000000000000000000000000000000000","0x10eca7b7e3bb8ec2faa87e4096295fcb5bf6cd65","1000000"
"0xb108b641a290c649af486c9f958baee3247858e9873ccb6e588dd3768093c898","2607809","1478877282","11/11/2016 3:14:42 PM","0x0000000000000000000000000000000000000000","0x485fbe8fce05a862832ddc9464e96be131544c45","11111000"
"0xcbe714c7a5e8556181c86049d31db27461fcbd82ca6861611ec03abe28f4094a","2607809","1478877282","11/11/2016 3:14:42 PM","0x0000000000000000000000000000000000000000","0x09e3dcbf29349bf5f3e02ca93c843ddb510490f6","2750000"
"0x1fe1c37234c6948d46e4e798bf752835b23d97e09a20416e88a2c083d3d8289d","2607809","1478877282","11/11/2016 3:14:42 PM","0x0000000000000000000000000000000000000000","0x4c39a6be99813240cf81f526a70ad4e23216cc2b","500000"
"0xfc2466befdb08d5f83bd9dd2e192377b4d83c6240b3051e6c920572410edb589","2607809","1478877282","11/11/2016 3:14:42 PM","0x0000000000000000000000000000000000000000","0x91b45bdcae669471dddb613de2d0e6f50c5e05f3","50000"
"0x1bf593cd1cb459dec00b7d3b473a95c20c0152be93245adf2bee571ac4dc2634","2607809","1478877282","11/11/2016 3:14:42 PM","0x0000000000000000000000000000000000000000","0xadfb1fe17446a403112ad883f1ef697b4436f93d","50000"
"0x2a3ab66d2039872f6a0f67dbcf3cd840ebc3173df77ded1dd75fbb734951e4de","2607809","1478877282","11/11/2016 3:14:42 PM","0x0000000000000000000000000000000000000000","0xcc2d9e60df729a5c524b68446ead521501119ab9","1000000"
"0xfaeaf751c17a5373750d2ce179f19ca66143aae3bfdb1f7217e8e9f6c3b1244b","2607810","1478877287","11/11/2016 3:14:47 PM","0x0000000000000000000000000000000000000000","0x71e6684d6ca082112bc3edbcff14914d3e2a1fee","1000000"
"0x2257a55ae0655a87446db991a6a5b71d7950809a0b3105b987f949b099b58928","2607810","1478877287","11/11/2016 3:14:47 PM","0x0000000000000000000000000000000000000000","0xf0489ed230a4313e0e4146cdd3fe97d73f7fdfe4","35355.425"
"0x40e2d775944c8f642d776fb9dad45b01c47a3b11b014224919c18bf45db7bcd5","2607810","1478877287","11/11/2016 3:14:47 PM","0x0000000000000000000000000000000000000000","0xc5d2e05e3e0e0d2c383815dc0b8c90e4386c4358","54989.555506"
"0x5195805a5b9a4e7f4c0bca8efe6b6548937d1e52c1532735f9ff4088900604b3","2607810","1478877287","11/11/2016 3:14:47 PM","0x0000000000000000000000000000000000000000","0xebff84bbef423071e604c361bba677f5593def4e","100000"
"0x0ac3000e2382cb27b3eea39e969bd62e7d921c5557d4858572b8797c54b8f5fb","2607810","1478877287","11/11/2016 3:14:47 PM","0x0000000000000000000000000000000000000000","0xf78315b1e9c9fc5a0b638b2e983fa2908164043e","350000"
"0x54b452885d2fec4f9ec93383ac7831fb7a2d023fac0e6123c1a441a659da6236","2607810","1478877287","11/11/2016 3:14:47 PM","0x0000000000000000000000000000000000000000","0x2f764eb0e00059bbcbfb2a4b0810b81c28837421","2000000"
"0xd62cff2896092dc0d8aa51f2435cbe055ea60b03bc53a732ab1eb52b70f46714","2607810","1478877287","11/11/2016 3:14:47 PM","0x0000000000000000000000000000000000000000","0x725c0582f08095ebab8eaa89b7abd95f1b278c64","499000"
"0xadd13f105db55e4f5558583ab13c64376bbcce32e1f69e780b57e619d8bce246","2607810","1478877287","11/11/2016 3:14:47 PM","0x0000000000000000000000000000000000000000","0x05e7a8c085a64d92ae0862393f46d41ce885e2d5","10000"
"0x1981ff3ac2937c194f96fe16808db1a9c323e0b5797336098aceab6d0c1097a3","2607810","1478877287","11/11/2016 3:14:47 PM","0x0000000000000000000000000000000000000000","0x95833fcc434279b85f34cf360d28fc7e450c048b","100000"
"0x9baa314b5572cfb9f0092cfe8156ff4ff4d9b30b08f59d0f9bc9a724f20d41b0","2607810","1478877287","11/11/2016 3:14:47 PM","0x0000000000000000000000000000000000000000","0x00ec91ca58c06dfde5fda04f01a00c67bf539b7d","9998.79608"
"0xf4ee0d3863b5f495ba0436a5a04e936b8f0af31a65c4b72576c2b86d4cf46996","2607810","1478877287","11/11/2016 3:14:47 PM","0x0000000000000000000000000000000000000000","0xa27a6dd43572cff2f5c676bf8ac960162146fbfa","30000"
